rep,car_id,plate,well,gate_str,gate,parent_gate,CAR,subset,parent_subset,parent_CAR,count,freq,gmean_mfi,mean_mfi,gate_clean,count_per_bead,row,col,well_id,car_name,rep_type,stimmed,rep_lbl,gate_category
A,1,1,A1,Lymphocytes,Lymphocytes,,FALSE,CD3,CD3,FALSE,8267,25,,,lymphocytes,2.31633510787335,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR,Live CAR,Lymphocytes,TRUE,CD3,CD3,FALSE,2827,34.2,,,live_car,0.792098627066405,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4,CD4,Live CAR,TRUE,CD3,CD3,TRUE,370,13.1,,,CD4,0.103670495937237,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/CD39,CD39,CD4,TRUE,CD4,CD3,TRUE,279,75.5,19746,69008,CD39,0.0781731577472681,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/LAG3,LAG3,CD4,TRUE,CD4,CD3,TRUE,189,51.2,1670,2280,LAG3,0.0529560100868591,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/PD1,PD1,CD4,TRUE,CD4,CD3,TRUE,171,46.1,14943,16298,PD1,0.0479125805547773,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q10: CD127+ , CD27+","Q10: CD127+ , CD27+",CD4,TRUE,CD4,CD3,TRUE,241,65.2,,,CD127posCD27pos,0.0675259176239843,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q11: CD127+ , CD27-","Q11: CD127+ , CD27-",CD4,TRUE,CD4,CD3,TRUE,76,20.5,,,CD127posCD27neg,0.0212944802465677,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q12: CD127- , CD27-","Q12: CD127- , CD27-",CD4,TRUE,CD4,CD3,TRUE,2,0.54,,,CD127negCD27neg,0.000560381059120202,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q1: CD45RO- , CD62L+","Q1: CD45RO- , CD62L+",CD4,TRUE,CD4,CD3,TRUE,24,6.47,,,Naive,0.00672457270944242,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD4,TRUE,CD4,CD3,TRUE,232,62.8,,,Mem,0.0650042028579434,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD4,TRUE,CD4,CD3,TRUE,106,28.6,,,Eff,0.0297001961333707,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD4,TRUE,CD4,CD3,TRUE,8,2.16,,,Emra,0.00224152423648081,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD4,TRUE,CD4,CD3,TRUE,126,34,,,CD62LnegCD25pos,0.0353040067245727,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD4,TRUE,CD4,CD3,TRUE,228,61.5,,,CD62LposCD25pos,0.063883440739703,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD4,TRUE,CD4,CD3,TRUE,10,2.7,,,CD62LposCD25neg,0.00280190529560101,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD4,TRUE,CD4,CD3,TRUE,7,1.89,,,CD62LnegCD25neg,0.00196133370692071,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD4,TRUE,CD4,CD3,TRUE,51,13.7,,,CD127negCD27pos,0.0142897170075651,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/TIM3,TIM3,CD4,TRUE,CD4,CD3,TRUE,322,87.1,5537,9874,TIM3,0.0902213505183525,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8,CD8,Live CAR,TRUE,CD3,CD3,TRUE,2386,84.4,,,CD8,0.668534603530401,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/CD39,CD39,CD8,TRUE,CD8,CD3,TRUE,2314,97,69756,99160,CD39,0.648360885402073,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/LAG3,LAG3,CD8,TRUE,CD8,CD3,TRUE,1517,63.6,2283,8548,LAG3,0.425049033342673,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/PD1,PD1,CD8,TRUE,CD8,CD3,TRUE,220,9.22,8777,12066,PD1,0.0616419165032222,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q10: CD127+ , CD27+","Q10: CD127+ , CD27+",CD8,TRUE,CD8,CD3,TRUE,1408,59,,,CD127posCD27pos,0.394508265620622,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q11: CD127+ , CD27-","Q11: CD127+ , CD27-",CD8,TRUE,CD8,CD3,TRUE,406,17,,,CD127posCD27neg,0.113757355001401,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q12: CD127- , CD27-","Q12: CD127- , CD27-",CD8,TRUE,CD8,CD3,TRUE,83,3.48,,,CD127negCD27neg,0.0232558139534884,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q1: CD45RO- , CD62L+","Q1: CD45RO- , CD62L+",CD8,TRUE,CD8,CD3,TRUE,279,11.7,,,Naive,0.0781731577472681,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD8,TRUE,CD8,CD3,TRUE,1668,69.9,,,Mem,0.467357803306248,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD8,TRUE,CD8,CD3,TRUE,396,16.6,,,Eff,0.1109554497058,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD8,TRUE,CD8,CD3,TRUE,45,1.89,,,Emra,0.0126085738302045,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD8,TRUE,CD8,CD3,TRUE,501,21,,,CD62LnegCD25pos,0.140375455309611,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD8,TRUE,CD8,CD3,TRUE,1723,72.2,,,CD62LposCD25pos,0.482768282432054,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD8,TRUE,CD8,CD3,TRUE,120,5.03,,,CD62LposCD25neg,0.0336228635472121,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD8,TRUE,CD8,CD3,TRUE,43,1.8,,,CD62LnegCD25neg,0.0120481927710843,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD8,TRUE,CD8,CD3,TRUE,492,20.6,,,CD127negCD27pos,0.13785374054357,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/TIM3,TIM3,CD8,TRUE,CD8,CD3,TRUE,2157,90.4,7027,12591,TIM3,0.604370972261138,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr,Live Untr,Lymphocytes,FALSE,CD3,CD3,FALSE,3795,45.9,,,live_untr,1.06332305968058,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4,CD4,Live Untr,FALSE,CD3,CD3,FALSE,706,18.6,,,CD4,0.197814513869431,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/CD39,CD39,CD4,FALSE,CD4,CD3,FALSE,346,49,,,CD39,0.0969459232277949,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/LAG3,LAG3,CD4,FALSE,CD4,CD3,FALSE,61,8.64,,,LAG3,0.0170916223031662,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/PD1,PD1,CD4,FALSE,CD4,CD3,FALSE,45,6.37,,,PD1,0.0126085738302045,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q10: CD127+ , CD27+","Q10: CD127+ , CD27+",CD4,FALSE,CD4,CD3,FALSE,527,74.6,,,CD127posCD27pos,0.147660409078173,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q11: CD127+ , CD27-","Q11: CD127+ , CD27-",CD4,FALSE,CD4,CD3,FALSE,174,24.6,,,CD127posCD27neg,0.0487531521434576,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q12: CD127- , CD27-","Q12: CD127- , CD27-",CD4,FALSE,CD4,CD3,FALSE,4,0.57,,,CD127negCD27neg,0.0011207621182404,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q1: CD45RO- , CD62L+","Q1: CD45RO- , CD62L+",CD4,FALSE,CD4,CD3,FALSE,207,29.3,,,Naive,0.0579994396189409,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD4,FALSE,CD4,CD3,FALSE,367,52,,,Mem,0.102829924348557,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD4,FALSE,CD4,CD3,FALSE,110,15.6,,,Eff,0.0308209582516111,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD4,FALSE,CD4,CD3,FALSE,22,3.12,,,Emra,0.00616419165032222,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD4,FALSE,CD4,CD3,FALSE,109,15.4,,,CD62LnegCD25pos,0.030540767722051,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD4,FALSE,CD4,CD3,FALSE,446,63.2,,,CD62LposCD25pos,0.124964976183805,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD4,FALSE,CD4,CD3,FALSE,106,15,,,CD62LposCD25neg,0.0297001961333707,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD4,FALSE,CD4,CD3,FALSE,45,6.37,,,CD62LnegCD25neg,0.0126085738302045,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD4,FALSE,CD4,CD3,FALSE,1,0.14,,,CD127negCD27pos,0.000280190529560101,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/TIM3,TIM3,CD4,FALSE,CD4,CD3,FALSE,419,59.3,,,TIM3,0.117399831885682,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8,CD8,Live Untr,FALSE,CD3,CD3,FALSE,3051,80.4,,,CD8,0.854861305687868,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/CD39,CD39,CD8,FALSE,CD8,CD3,FALSE,2438,79.9,,,CD39,0.683104511067526,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/LAG3,LAG3,CD8,FALSE,CD8,CD3,FALSE,531,17.4,,,LAG3,0.148781171196414,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/PD1,PD1,CD8,FALSE,CD8,CD3,FALSE,34,1.12,,,PD1,0.00952647800504343,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q10: CD127+ , CD27+","Q10: CD127+ , CD27+",CD8,FALSE,CD8,CD3,FALSE,2252,73.8,,,CD127posCD27pos,0.630989072569347,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q11: CD127+ , CD27-","Q11: CD127+ , CD27-",CD8,FALSE,CD8,CD3,FALSE,534,17.5,,,CD127posCD27neg,0.149621742785094,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q12: CD127- , CD27-","Q12: CD127- , CD27-",CD8,FALSE,CD8,CD3,FALSE,89,2.92,,,CD127negCD27neg,0.024936957130849,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q1: CD45RO- , CD62L+","Q1: CD45RO- , CD62L+",CD8,FALSE,CD8,CD3,FALSE,1940,63.6,,,Naive,0.543569627346596,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q2: CD45RO+ , CD62L+","Q2: CD45RO+ , CD62L+",CD8,FALSE,CD8,CD3,FALSE,821,26.9,,,Mem,0.230036424768843,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q3: CD45RO+ , CD62L-","Q3: CD45RO+ , CD62L-",CD8,FALSE,CD8,CD3,FALSE,185,6.07,,,Eff,0.0518352479686187,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q4: CD45RO- , CD62L-","Q4: CD45RO- , CD62L-",CD8,FALSE,CD8,CD3,FALSE,105,3.44,,,Emra,0.0294200056038106,A,1,A1,CD28,1:8,TRUE,1:8a,Differentiation
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q5: CD62L- , CD25+","Q5: CD62L- , CD25+",CD8,FALSE,CD8,CD3,FALSE,166,5.44,,,CD62LnegCD25pos,0.0465116279069768,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q6: CD62L+ , CD25+","Q6: CD62L+ , CD25+",CD8,FALSE,CD8,CD3,FALSE,1709,56,,,CD62LposCD25pos,0.478845615018212,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q7: CD62L+ , CD25-","Q7: CD62L+ , CD25-",CD8,FALSE,CD8,CD3,FALSE,1001,32.8,,,CD62LposCD25neg,0.280470720089661,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q8: CD62L- , CD25-","Q8: CD62L- , CD25-",CD8,FALSE,CD8,CD3,FALSE,175,5.74,,,CD62LnegCD25neg,0.0490333426730177,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q9: CD127- , CD27+","Q9: CD127- , CD27+",CD8,FALSE,CD8,CD3,FALSE,175,5.74,,,CD127negCD27pos,0.0490333426730177,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/TIM3,TIM3,CD8,FALSE,CD8,CD3,FALSE,2383,78.1,,,TIM3,0.66769403194172,A,1,A1,CD28,1:8,TRUE,1:8a,Exhaustion
A,1,1,A1,beads,beads,,FALSE,CD3,CD3,FALSE,3569,10.8,,,beads,1,A,1,A1,CD28,1:8,TRUE,1:8a,
A,1,1,A1,,,CD4,TRUE,CD4,CD3,TRUE,354,95.5,,,CD25,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD4,TRUE,CD4,CD3,TRUE,354,95.5,,,CD25,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD8,TRUE,CD8,CD3,TRUE,2224,93.2,,,CD25,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD8,TRUE,CD8,CD3,TRUE,2224,93.2,,,CD25,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD4,FALSE,CD4,CD3,FALSE,555,78.6,,,CD25,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD4,FALSE,CD4,CD3,FALSE,555,78.6,,,CD25,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD8,FALSE,CD8,CD3,FALSE,1875,61.44,,,CD25,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD8,FALSE,CD8,CD3,FALSE,1875,61.44,,,CD25,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD4,TRUE,CD4,CD3,TRUE,292,78.9,,,CD27,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD4,TRUE,CD4,CD3,TRUE,292,78.9,,,CD27,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD8,TRUE,CD8,CD3,TRUE,1900,79.6,,,CD27,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD8,TRUE,CD8,CD3,TRUE,1900,79.6,,,CD27,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD4,FALSE,CD4,CD3,FALSE,528,74.74,,,CD27,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD4,FALSE,CD4,CD3,FALSE,528,74.74,,,CD27,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
A,1,1,A1,,,CD8,FALSE,CD8,CD3,FALSE,2427,79.54,,,CD27,,A,1,A1,CD28,1:8,TRUE,1:8a,Activation
